sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_bid,screen_ask,screen_net_expense_ratio,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_currency,screen_short_name,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_regular_market_change_percent,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_dividend_date,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_symbol,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_eps_forward,screen_forward_pe,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Energy,energy,73,BNDS,Infrastructure Capital Bond Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,49.81,78.29,0.88,PCX,52.01,49.23,8.12,USD,Infrastructure Capital Bond Inc,False,False,False,True,1736951400000,2,,,,,-0.0331001,-0.0331001,-0.0659299,,1787946941,50.1719,50.2999,50.15 - 50.2999,50.15,28640,50.205,200.0,400.0,us_market,finmb_1902158651,NYSEArca,Infrastructure Capital Bond Income ETF,50.23,32044,17050,[],-0.0659299,0.94190216,0.019132687,49.23 - 52.01,-1.8380966,-0.035341218,0.16371012,,0.0,10.946401,0.0,4.19495,0.15954,0.15954,96150464.0,PRE,4.5834155,50.46022,-0.28831863,-0.005713781,50.70134,-0.529438,-0.010442289,15,0,America/New_York,EDT,-14400000,BNDS,,,,,,,,,,,,,,,
Energy,energy,74,PXE,Invesco Energy Exploration & Production ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.71,11.389522,7.55773,93.90795,40.25,42.3,0.61,PCX,41.68,27.21,1.71,USD,Invesco Energy Exploration & Pr,False,False,False,True,1130333400000,2,0.3899994,0.9579941,1788176700.0,41.1,0.0299988,0.4300003,1.0572912,41.1,1787947200,40.71,40.78,40.52 - 40.78,40.52,22420,40.68,1000.0,100.0,us_market,finmb_25276350,NYSEArca,Invesco Energy Exploration & Production ETF,40.78,47404,19040,[],0.0737433,13.5,0.49614114,27.21 - 41.68,-0.9700012,-0.023272581,34.980106,,0.861,11.999675,0.021165192,39.39205,0.81277,0.81277,84672176.0,PRE,3.392592,37.1426,3.567398,0.09604599,34.2858,6.424198,0.18737197,15,0,America/New_York,EDT,-14400000,PXE,USD,2000000.0,28.03,1.4523724,,,,,,,,,,,
Energy,energy,75,RDFI,Rareview Dynamic Fixed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,7.95,11.068068622025457,,,20.35,26.42,4.23,BTS,25.615,22.51,8.3,USD,Rareview Dynamic Fixed Income E,False,False,False,True,1603287000000,2,,,,,-0.0303001,-0.0303001,-0.129764,,1787941719,23.3198,23.3539,23.3 - 23.3539,23.3,2566,23.3501,1800.0,100.0,us_market,finmb_688783087,Cboe US,Rareview Dynamic Fixed Income ETF,23.3539,13934,10880,[],-0.129764,0.8097992,0.035975087,22.51 - 25.615,-2.2952003,-0.08960376,-2.606082,,0.0,10.591102,0.0,2.45321,0.11119,0.11119,84271680.0,PRE,2.2018294,23.47592,-0.1561203,-0.0066502313,23.689035,-0.369236,-0.015586789,15,0,America/New_York,EDT,-14400000,RDFI,,,,,,,,,,,,,,,
Energy,energy,76,EINC,VanEck Energy Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.62,22.82063,15.73094,37.77412,0.0,188.36,0.46,PCX,126.58,91.21,2.62,USD,VanEck Energy Income ETF,False,False,False,True,1331731800000,2,,,,,-0.228104,-0.228104,-0.18861,,1787944623,120.711,121.22,120.61 - 121.22,120.61,1744,120.939,100.0,400.0,us_market,finmb_321613492,NYSEArca,VanEck Energy Income ETF,121.22,17804,6920,[],-0.18861,29.501,0.3234404,91.21 - 126.58,-5.8690033,-0.04636596,24.803555,,0.0,22.524128,0.0,28.43373,1.28825,1.28825,84211664.0,PRE,5.359186,120.5996,0.11139679,0.0009236912,111.95245,8.758545,0.07823451,15,0,America/New_York,EDT,-14400000,EINC,,,,,,,,,,,,,,,
Energy,energy,77,DIG,ProShares Ultra Energy,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.45,20.068232,-13.05149,115.2961,67.57,70.01,0.95,PCX,71.6,32.7,1.45,USD,ProShares Ultra Energy,False,False,False,True,1170340200000,2,1.1399994,1.697438,1788177657.0,68.3,0.830002,0.830002,1.25132,68.3,1787947185,67.16,67.16,66.2544 - 67.16,66.2544,14279,66.33,300.0,200.0,us_market,finmb_32431839,NYSEArca,ProShares Ultra Energy,66.26,35633,21080,[],1.25132,34.460003,1.0538226,32.7 - 71.6,-4.439995,-0.0620111,79.90892,,,22.018991,,70.59901,-1.81741,-1.81741,82772816.0,PRE,3.0500944,58.5872,8.5728035,0.14632554,52.5457,14.614304,0.27812558,15,0,America/New_York,EDT,-14400000,DIG,,,,,,,,,,,,,,,
Energy,energy,78,OILU,MicroSectorsTM Oil & Gas Exploration & Production 3X Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,19.24187,,,0.0,0.0,0.95,PCX,61.417,19.78,0.0,USD,MicroSectors Oil & Gas Exp. & P,False,False,False,True,1636468200000,2,2.9090996,5.6454487,1788178773.0,54.4391,0.91,2.9090996,5.6454487,54.4391,1787947200,51.53,51.62,50.2614 - 51.62,50.2614,76152,50.62,100.0,500.0,us_market,finmb_1685440285,NYSEArca,MicroSectorsTM Oil & Gas Exploration & Production 3X Leveraged ETNs,50.9,170592,76270,[],1.79771,31.749998,1.6051565,19.78 - 61.417,-9.887001,-0.1609815,107.44767,,0.0,22.05701,0.0,94.79926,-11.92235,-11.92235,67429816.0,PRE,2.3362186,42.1006,9.429398,0.22397299,38.239395,13.290604,0.34756312,15,0,America/New_York,EDT,-14400000,OILU,,,,,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,79,FCSH,Federated Hermes Short Duration Corporate ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,20.94,0.0,0.3,PCX,24.64,23.92,4.24,USD,Federated Hermes Short Duration,False,False,False,True,1639751400000,2,,,,,-0.0501003,-0.0501003,-0.2081,,1787928346,24.025,24.025,24.025 - 24.025,24.025,132,24.0751,200.0,200.0,us_market,finmb_1679099559,NYSEArca,Federated Hermes Short Duration Corporate ETF,24.06,1485,1790,[],-0.2081,0.10499954,0.004389613,23.92 - 24.64,-0.6149998,-0.024959408,-1.4763176,,0.0,,0.0,0.58866,0.14878,0.14878,65163544.0,PRE,,24.0922,-0.06719971,-0.0027892725,24.313206,-0.2882061,-0.011853891,15,0,America/New_York,EDT,-14400000,FCSH,,,,,,,,,,,,,,,
Energy,energy,80,PIPE,Invesco SteelPath MLP & Energy Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.71,23.441163,,,0.0,0.0,0.75,BTS,31.54,22.824,3.71,USD,Invesco SteelPath MLP & Energy ,False,False,False,True,1740407400000,2,,,,,-0.168301,-0.168301,-0.544997,,1787937562,30.7127,30.795,30.7127 - 30.795,30.7127,201,30.881,500.0,500.0,us_market,finmb_1913243087,Cboe US,Invesco SteelPath MLP & Energy Infrastructure ETF,30.795,2357,3300,[],-0.544997,7.8887005,0.3456318,22.824 - 31.54,-0.827301,-0.026230216,27.381695,,0.0,23.658934,0.0,29.39292,1.55634,1.55634,65142060.0,PRE,1.2981439,30.3864,0.32629967,0.010738346,28.066074,2.6466255,0.09429981,15,0,America/New_York,EDT,-14400000,PIPE,,,,,,,,,,,,,,,
Energy,energy,81,NRGU,Microsectors U.S. Big Oil 3x Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,20.292208,,,0.0,0.0,0.35,PCX,58.42,16.25,0.0,USD,MicroSectors U.S. Big Oil 3 Lev,False,False,False,True,1740061800000,2,3.0786018,5.9304924,1788178409.0,54.99,0.804501,3.0786018,5.9304924,54.99,1787947095,51.9058,51.9114,50.57 - 51.9114,50.57,14559,51.1013,200.0,200.0,us_market,finmb_1932025486,NYSEArca,Microsectors U.S. Big Oil 3x Leveraged ETNs,50.52,83284,48510,[],1.57433,35.6558,2.1942031,16.25 - 58.42,-6.5141983,-0.111506306,139.41882,,0.0,23.498985,0.0,151.24683,8.01642,8.01642,64897328.0,PRE,2.2088528,41.02738,10.878418,0.2651502,32.787384,19.118416,0.5831028,15,0,America/New_York,EDT,-14400000,NRGU,,,,,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,82,PXJ,Invesco Oil & Gas Services ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.37,13.802622,14.35018,11.3207,18.64,74.54,0.63,PCX,47.11,25.56,2.37,USD,Invesco Oil & Gas Services ETF,False,False,False,True,1130333400000,2,0.34289932,0.7425744,1788178060.0,46.52,-0.0528984,0.7200012,1.5591191,46.52,1787943306,46.1771,46.265,45.945 - 46.265,45.945,31896,46.23,1200.0,400.0,us_market,finmb_25333322,NYSEArca,Invesco Oil & Gas Services ETF,46.26,46769,19640,[],-0.114424,20.617102,0.8066159,25.56 - 47.11,-0.9328995,-0.019802578,71.16382,,0.81,14.965136,0.01752109,47.01512,-5.8926,-5.8926,61586016.0,PRE,3.0856454,42.2768,3.900303,0.092256345,39.0388,7.138302,0.18285146,15,0,America/New_York,EDT,-14400000,PXJ,USD,2550000.0,29.849,1.5470233,,,,,,,,,,,
Energy,energy,83,PXI,Invesco Dorsey Wright Energy Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.24,18.224895,5.31333,75.09113,56.99,57.27,0.6,NGM,64.63,43.25,1.24,USD,Invesco Dorsey Wright Energy Mo,False,False,False,True,1160659800000,2,,,,,-0.0861969,0.030101776,0.047667183,,1787947200,63.0637,63.18,63.0637 - 63.18,63.0637,1129,63.1499,3.0,3.0,us_market,finmb_29596716,NasdaqGM,Invesco Dorsey Wright Energy Momentum ETF,63.18,22023,4260,[],-0.13649571,19.813702,0.45812026,43.25 - 64.63,-1.5662956,-0.024234809,40.916206,1514505600.0,0.0,19.280815,0.0,32.46233,-2.48492,-2.48492,52452876.0,PRE,3.2708006,58.8532,4.2105026,0.07154246,54.7693,8.294403,0.15144257,15,0,America/New_York,EDT,-14400000,PXI,,,,,,,,,,,,,,,
Energy,energy,84,XLEI,State Street Energy Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,12.03,20.100503,,,0.0,44.57,0.35,PCX,29.5,23.66,12.03,USD,State Street Energy Select Sect,False,False,False,True,1753882200000,2,0.5100002,1.8292692,1788178978.0,28.39,0.200001,0.5100002,1.8292692,28.39,1787947200,27.86,27.8899,27.58 - 27.8899,27.58,149817,27.66,100.0,100.0,us_market,finmb_1945162996,NYSEArca,State Street Energy Select Sector SPDR Premium Income ETF,27.8,68977,110610,[],0.723069,4.200001,0.17751482,23.66 - 29.5,-1.6399994,-0.0555932,12.424839,,0.0,20.535387,0.0,24.24878,4.56087,4.56087,50527636.0,PRE,1.3566825,26.53082,1.3291798,0.05009946,26.15279,1.7072105,0.06527834,15,0,America/New_York,EDT,-14400000,XLEI,,,,,,,,,,,,,,The Select Sector SPDR Trust - The Energy Select Sector SPDR Premium Income Fund,2026-08-29
Energy,energy,85,COAL,Range Global Coal ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.65,16.778523,,,25.5,27.98,0.85,PCX,29.1,19.82,2.65,USD,Range Global Coal Index ETF,False,False,False,True,1706106600000,2,-0.75500107,-2.7731903,1788177893.0,26.47,-0.3846,-0.75500107,-2.7731903,26.47,1787946571,27.225,27.77,26.86 - 27.77,26.86,41777,27.6096,100.0,400.0,us_market,finmb_1856948461,NYSEArca,Range Global Coal ETF,27.6,41560,32080,[],-1.39299,7.4050007,0.37361255,19.82 - 29.1,-1.875,-0.064432986,35.4545,,0.0,20.203243,0.0,-0.61538,-13.13869,-13.13869,47925000.0,PRE,1.3475559,23.99922,3.2257805,0.13441189,24.89482,2.3301811,0.09360105,15,0,America/New_York,EDT,-14400000,COAL,,,,,,,,,,,,,,,
Energy,energy,86,LNGX,Global X U.S. Natural Gas ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,39.0,47.0,,PCX,49.01,33.813,,USD,Global X U.S. Natural Gas ETF,False,False,False,True,1761831000000,2,0.89969635,1.9984236,1788177983.0,45.92,-0.362797,-0.362797,-0.79941,45.92,1787945324,45.0203,45.483,44.8919 - 45.483,44.8919,6596,45.3831,100.0,100.0,us_market,finmb_1956759469,NYSEArca,Global X U.S. Natural Gas ETF,45.2,12480,11030,[],-0.79941,11.207302,0.3314495,33.813 - 49.01,-3.9896965,-0.08140577,33.14406,,0.0,14.776533,0.0,,,,,PRE,3.0467432,42.43758,2.5827217,0.060859308,41.10556,3.9147415,0.0952363,15,0,America/New_York,EDT,-14400000,LNGX,,,,,,,,,,,,,,Global X Funds - Us Natural Gas ETF,2026-08-29
Energy,energy,87,NBET,Neuberger Energy Transition & Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.41,21.459227,,,0.0,0.0,0.65,PCX,42.5,31.34,2.41,USD,Neuberger Energy Transition & I,False,False,False,True,1649338200000,2,,,,,-0.188297,-0.188297,-0.449748,,1787929381,41.679,41.995,41.679 - 41.995,41.679,1977,41.8673,500.0,500.0,us_market,finmb_1761865386,NYSEArca,Neuberger Energy Transition & Infrastructure ETF,41.91,4561,2660,[],-0.449748,10.339001,0.3298979,31.34 - 42.5,-0.82099915,-0.019317627,27.728235,,0.0,22.199038,0.0,25.00694,-2.7139,-2.7139,47337420.0,PRE,1.8775139,40.31742,1.3615799,0.033771504,38.10271,3.5762901,0.0938592,15,0,America/New_York,EDT,-14400000,NBET,,,,,,,,,,,,,,,
Energy,energy,88,TMLP,Tortoise MLP ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,0.0,0.0,,PCX,30.57,24.882,,USD,Tortoise MLP ETF,False,False,False,True,1767018600000,2,,,,,-0.073101,-0.073101,-0.239217,,1787931363,30.4854,30.565,30.4854 - 30.565,30.4854,12657,30.5585,200.0,3500.0,us_market,finmb_1951086336,NYSEArca,Tortoise MLP ETF,30.56,2946,2550,[],-0.239217,5.6033993,0.22519891,24.882 - 30.57,-0.08460045,-0.0027674336,21.46386,,0.0,14.490484,0.0,,,,,PRE,2.103822,29.06784,1.4175587,0.04876725,28.262167,2.2232323,0.07866461,15,0,America/New_York,EDT,-14400000,TMLP,,,,,,,,,,,,,,Tortoise Capital Series Trust - Mlp ETF,2026-08-29
Energy,energy,89,FTBD,Fidelity Tactical Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,0.0,76.93,0.55,PCX,50.56,48.23,5.09,USD,Fidelity Tactical Bond ETF,False,False,False,True,1674743400000,2,,,,,-0.117897,-0.117897,-0.243077,,1787944421,48.3841,48.515,48.38 - 48.515,48.38,784,48.502,1000.0,1000.0,us_market,finmb_1818243566,NYSEArca,Fidelity Tactical Bond ETF,48.515,3973,4370,[],-0.243077,0.15410233,0.003195155,48.23 - 50.56,-2.1758995,-0.043035984,-1.8779159,,0.0,,0.0,0.26258,-0.64829,-0.64829,38633440.0,PRE,,48.826,-0.44189835,-0.009050472,49.401115,-1.0170135,-0.020586854,15,0,America/New_York,EDT,-14400000,FTBD,,,,,,,,,,,,,,,
Energy,energy,90,WEEL,Peerless Option Income Wheel ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,12.75,19.186493,,,0.0,0.0,0.99,PCX,23.94,18.98,12.75,USD,Peerless Option Income Wheel ET,False,False,False,True,1715866200000,2,,,,,-0.0178986,-0.0178986,-0.0862461,,1787946373,20.735,20.8399,20.705 - 20.8399,20.705,31166,20.7529,500.0,100.0,us_market,finmb_1871677721,NYSEArca,Peerless Option Income Wheel ETF,20.775,18201,16520,[],-0.0862461,1.7550011,0.09246581,18.98 - 23.94,-3.205,-0.13387635,1.692009,,0.0,19.891,0.0,7.0867,1.97192,1.97192,38501132.0,PRE,1.0424312,20.24268,0.492321,0.024320941,20.26165,0.47335052,0.023361893,15,0,America/New_York,EDT,-14400000,WEEL,,,,,,,,,,,,,,,
Energy,energy,91,OILD,MicroSectorsTM Oil & Gas Exploration & Production -3X Inverse Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,19.24187,,,0.0,0.0,0.95,PCX,129.2,27.5,0.0,USD,MicroSectors Oil & Gas Exp. & P,False,False,False,True,1636468200000,2,-1.3299999,-4.488694,1788177692.0,28.3,-0.610001,-1.3274994,-4.4802547,28.3,1787947192,29.63,30.3516,29.63 - 30.3516,29.63,44976,30.24,300.0,600.0,us_market,finmb_1685440527,NYSEArca,MicroSectorsTM Oil & Gas Exploration & Production -3X Inverse Leveraged ETNs,29.96,72450,49770,[],-2.0172,2.1299992,0.077454515,27.5 - 129.2,-99.57,-0.77066565,-73.01457,1471824000.0,,15.897857,,-64.76984,-4.55025,-4.55025,35862480.0,PRE,1.8637732,39.80228,-10.172281,-0.25557032,58.027447,-28.397448,-0.48937958,15,0,America/New_York,EDT,-14400000,OILD,,,,,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,92,BESF,Bastion Energy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,5.85,16.398819,,,0.0,64.8,0.8,BTS,43.41,26.624,5.85,USD,Bastion Energy ETF,False,False,False,True,1749043800000,2,,,,,-0.223099,-0.223099,-0.544409,,1787860750,40.7569,40.7569,40.7569 - 40.7569,40.7569,133,40.98,1600.0,100.0,us_market,finmb_1931194974,Cboe US,Bastion Energy ETF,40.4,1880,1910,[],-0.544409,14.1329,0.53083307,26.624 - 43.41,-2.653099,-0.06111723,44.93954,,0.0,17.02906,0.0,17.71469,-4.98471,-4.98471,34136360.0,PRE,2.3933735,39.37452,1.3823814,0.03510853,38.02623,2.730671,0.07181019,15,0,America/New_York,EDT,-14400000,BESF,,,,,,,,,,,,,,,
Energy,energy,93,MLPD,Global X MLP & Energy Infrastructure Covered Call ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,11.1,21.612276,,,24.7,25.65,0.6,PCX,25.95,24.25,11.1,USD,Global X MLP & Energy Infrastru,False,False,False,True,1715175000000,2,,,,,0.117899,0.117899,0.47273,,1787944175,25.0579,25.2,24.8901 - 25.2,24.8901,4713,24.94,100.0,400.0,us_market,finmb_1871099289,NYSEArca,Global X MLP & Energy Infrastructure Covered Call ETF,25.28,14020,34600,[],0.47273,0.8078995,0.033315443,24.25 - 25.95,-0.8921013,-0.034377698,-1.3503432,,0.0,21.828135,0.0,6.48965,0.0172,0.0172,30975840.0,PRE,1.1479634,24.95222,0.10567856,0.0042352364,25.240705,-0.18280602,-0.007242508,15,0,America/New_York,EDT,-14400000,MLPD,,,,,,,,,,,,,,,
Energy,energy,94,WTIU,MicroSectors Energy 3X Leveraged ETN,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,18.625442,,,16.8,24.5,0.95,PCX,25.81,8.6,0.0,USD,MicroSectors Energy 3X Leverage,False,False,False,True,1676471400000,2,1.3699989,6.171166,1788178836.0,23.57,0.3046,1.3699989,6.171166,23.57,1787947184,22.22,22.24,21.755 - 22.24,21.755,11963,21.9154,100.0,100.0,us_market,finmb_1827648882,NYSEArca,MicroSectors Energy 3X Leveraged ETN,21.76,45073,27480,[],1.38989,13.619999,1.5837207,8.6 - 25.81,-3.5900002,-0.13909338,102.18379,,5.44,21.352442,0.24822728,105.33989,-1.60085,-1.60085,29112348.0,PRE,1.0406303,17.7929,4.427099,0.24881269,15.59205,6.6279497,0.42508522,15,0,America/New_York,EDT,-14400000,WTIU,CAD,,101.0,0.22,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,95,URAA,Direxion Daily Uranium Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.36,22.517451,,,26.12,27.51,1.3,PCX,63.13,18.89,3.36,USD,Direxion Daily Uranium Industry,False,False,False,True,1719408600000,2,0.06440163,0.24646623,1788178334.0,26.1944,-3.58,0.06440163,0.24646623,26.1944,1787947200,26.17,29.06,26.02 - 29.06,26.02,132124,29.75,300.0,100.0,us_market,finmb_1876949700,NYSEArca,Direxion Daily Uranium Bull 2X ETF,29.42,71109,91010,[],-12.0336,7.2800007,0.38538915,18.89 - 63.13,-36.96,-0.5854586,-15.553403,,0.0,28.927479,0.0,-34.48318,-53.50733,-53.50733,28519962.0,PRE,0.90467614,24.4976,1.6723995,0.06826789,35.348724,-9.178724,-0.25966212,15,0,America/New_York,EDT,-14400000,URAA,,,,,,,,,,,,,,,
Energy,energy,96,NDIV,Amplify Energy & Natural Resources Covered Call ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,7.72,14.961101,,,0.0,0.0,0.59,PCX,37.65,26.2,7.72,USD,Amplify Energy & Natural Resour,False,False,False,True,1661347800000,2,0.49499893,1.414889,1788176700.0,35.48,-0.117401,-0.117401,-0.334453,35.48,1787947140,34.985,35.4284,34.94 - 35.4284,34.94,4853,35.1024,100.0,400.0,us_market,finmb_1792530421,NYSEArca,Amplify Energy & Natural Resources Covered Call ETF,35.4284,12257,12710,[],-0.334453,8.785,0.33530533,26.2 - 37.65,-2.665001,-0.070783556,19.815742,,0.0,15.473264,0.0,33.19842,-2.52036,-2.52036,26892480.0,PRE,2.2609968,33.5799,1.4051018,0.041843537,32.323147,2.6618538,0.08235132,15,0,America/New_York,EDT,-14400000,NDIV,,,,,,,,,,,,,,,
Energy,energy,97,LDRH,iShares iBonds 1-5 Year High Yield and Income Ladder ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,23.38,25.72,0.35,PCX,25.3,24.39,6.45,USD,iShares iBonds 1-5 Year High Yi,False,False,False,True,1731508200000,2,,,,,-0.0375004,-0.0375004,-0.152509,,1787938834,24.5515,24.639,24.5515 - 24.639,24.5515,3946,24.589,200.0,200.0,us_market,finmb_1893526240,NYSEArca,iShares iBonds 1-5 Year High Yield and Income Ladder ETF,24.6,12977,4200,[],-0.152509,0.16150093,0.0066216043,24.39 - 25.3,-0.7484989,-0.029584939,-2.0505846,,0.0,10.758345,0.0,1.58973,0.529,0.529,22568304.0,PRE,2.282089,24.54934,0.002161026,8.802787e-05,24.739956,-0.18845558,-0.0076174582,15,0,America/New_York,EDT,-14400000,LDRH,,,,,,,,,,,,,,,
