sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_currency,screen_ask,screen_bid,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_regular_market_change_percent,screen_shares_outstanding,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_symbol,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Financials,financial-services,125,PEX,ProShares Global Listed Private Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,8.54,13.116474,22.9488,27.40803,True,1362061800000,2,,,,,-0.0459995,-0.0459995,-0.189461,,1787935149,24.2331,24.24,24.2331 - 24.24,24.2331,2282,24.2791,500,100,us_market,finmb_225646292,Cboe US,ProShares Global Listed Private Equity ETF,24.25,2898,3470,[],3.7431011,0.18267941,20.49 - 28.12,-3.8869,-0.13822545,-12.527079,0.0,13.815784,0.0,-7.34139,0.41211,0.41211,11016975.0,PRE,1.7540156,USD,28.97,0.0,BTS,28.12,20.49,8.54,-0.189461,,,22.927,1.3061008,0.056967802,23.26915,0.9639511,0.04142614,,15,0,America/New_York,EDT,-14400000,False,False,False,,ProShares Global Listed Private,2.95,PEX,,,,,,,,,,
Financials,financial-services,126,HOOX,Defiance Daily Target 2X Long HOOD ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1742391000000,2,0.19400024,0.5848666,1788175190.0,33.364,-3.5214996,-3.3900032,-9.272437,33.364,1787947200,33.0385,36.41,33.02 - 36.41,33.02,14074,36.56,2,2,us_market,finmb_1916035824,NasdaqGM,Defiance Daily Target 2X Long HOOD ETF,35.89,72619,36110,[],16.598501,1.0096412,16.44 - 154.38,-121.34151,-0.7859924,-53.21083,0.0,16.921034,0.0,-61.28971,19.65375,19.65375,9835245.0,PRE,1.9525108,USD,35.26,20.11,NGM,154.38,16.44,36.5,-9.632111,,,33.58048,-0.5419769,-0.016139643,41.029457,-7.9909554,-0.19476143,,15,0,America/New_York,EDT,-14400000,False,False,False,,Defiance Daily Target 2X Long H,1.32,HOOX,,,,2025-03-19,,,,,,
Financials,financial-services,127,BPAY,iShares FinTech Active ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.91,14.684288,,,True,1661261400000,2,,,,,-0.196899,-0.196899,-0.70987,,1787935690,27.5405,27.81,27.5405 - 27.81,27.5405,1034,27.7374,1200,500,us_market,finmb_1786741196,NYSEArca,iShares FinTech Active ETF,27.81,2619,1220,[],6.2105007,0.29116273,21.33 - 33.55,-6.0094986,-0.17912067,-15.70974,0.0,15.177214,0.0,-1.41542,9.6984,9.6984,9592575.0,PRE,1.8145953,USD,43.78,11.08,PCX,33.55,21.33,2.91,-0.70987,,,26.55576,0.9847412,0.03708202,25.68719,1.8533115,0.072149254,,15,0,America/New_York,EDT,-14400000,False,False,False,,iShares FinTech Active ETF,0.55,BPAY,,,,,,,,,,
Financials,financial-services,128,HODU,Direxion Daily HOOD Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1763562600000,2,0.14729977,1.2170818,1788178037.0,12.25,-1.3095999,-1.2772999,-9.546336,12.25,1787947200,12.0704,13.48,12.0401 - 13.48,12.0401,119546,13.38,1,2,us_market,finmb_1950996985,NasdaqGM,Direxion Daily HOOD Bull 2X ETF,13.37,192126,149620,[],6.0904,1.0184616,5.98 - 35.58,-23.509602,-0.66075325,-54.758423,0.0,58.506985,0.0,-61.20817,20.75204,20.75204,9186644.0,PRE,0.206307,USD,12.81,10.15,NGM,35.58,5.98,,-9.787742,,,12.24122,-0.17082024,-0.01395451,13.895737,-1.8253365,-0.13135946,,15,0,America/New_York,EDT,-14400000,False,False,False,,Direxion Daily HOOD Bull 2X ETF,0.97,HODU,,,,2025-11-19,,,,,,
Financials,financial-services,129,SPCK,SPAC and New Issue ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1608129000000,2,,,,,0.024999619,0.20000076,0.8988799,,1787947200,22.275,22.5,22.04 - 22.5,22.04,11184,22.25,2,2,us_market,finmb_696518847,NasdaqGM,SPAC and New Issue ETF,22.25,6106,2030,[],0.9549999,0.044793617,21.32 - 25.95,-3.6750011,-0.14161853,-9.502721,0.0,,0.0,-0.1378,-0.68524,-0.68524,8151258.0,PRE,,USD,28.51,15.59,NGM,25.95,21.32,16.52,0.11235784,,,22.15598,0.11902046,0.0053719343,22.45235,-0.177351,-0.007898995,,15,0,America/New_York,EDT,-14400000,False,False,False,,SPAC and New Issue ETF,2.32,SPCK,,,,,,,,,,
Financials,financial-services,130,SOFA,Direxion Daily SOFI Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1770820200000,2,-0.17000008,-1.2005656,1788178191.0,13.99,-1.8418007,-1.8418007,-11.509959,13.99,1787947200,14.16,16.51,14.15 - 16.51,14.15,77681,16.0018,2,2,us_market,finmb_1951016829,NasdaqGM,Direxion Daily SOFI Bull 2X ETF,16.09,68987,54390,[],4.17,0.41741744,9.99 - 23.91,-9.75,-0.4077792,-39.923634,0.0,39.501217,0.0,,-7.28518,-7.28518,8065722.0,PRE,0.35846996,USD,19.11,11.22,NGM,23.91,9.99,,-11.509959,,,14.4414,-0.28139973,-0.019485626,15.20855,-1.0485506,-0.06894481,,15,0,America/New_York,EDT,-14400000,False,False,False,,Direxion Daily SOFI Bull 2X ETF,0.97,SOFA,,,,2026-02-11,,,,,,
Financials,financial-services,131,XLFI,State Street Financial Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,,,,,True,1753882200000,2,,,,,0.0100002,0.0100002,0.0405196,,1787947181,24.69,24.6981,24.61 - 24.6981,24.61,12887,24.68,100,200,us_market,finmb_1945036185,NYSEArca,State Street Financial Select Sector SPDR Premium Income ETF,24.6981,8192,9780,[],2.8900013,0.13256887,21.8 - 25.48,-0.789999,-0.031004671,-1.1727989,0.0,17.043556,0.0,,,,,PRE,1.4486414,USD,38.52,0.0,PCX,25.48,21.8,,0.0405196,,,24.02232,0.66768074,0.027794182,23.706884,0.98311615,0.04146965,,15,0,America/New_York,EDT,-14400000,False,False,False,,State Street Financial Select S,,XLFI,,,,,,,,,The Select Sector SPDR Trust - The Financial Select Sector SPDR Premium Income Fund,2026-08-29
Financials,financial-services,132,LBO,WHITEWOLF Publicly Listed Private Equity ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,6.62,20.86376,,,True,1701354600000,2,,,,,0.00279999,0.00279999,0.0102389,,1787944496,27.3494,27.45,27.3494 - 27.45,27.3494,2706,27.3466,1500,1500,us_market,finmb_1849118688,Cboe US,WHITEWOLF Publicly Listed Private Equity ETF,27.45,652,670,[],4.8283997,0.21439543,22.521 - 31.781,-4.4316006,-0.13944182,-12.817979,0.0,22.642317,0.0,-10.40113,-1.51042,-1.51042,7054287.0,PRE,1.2078887,USD,0.0,0.0,BTS,31.781,22.521,6.62,0.0102389,,,25.62126,1.7281399,0.06744945,26.253716,1.095684,0.04173444,,15,0,America/New_York,EDT,-14400000,False,False,False,,WHITEWOLF Publicly Listed Priva,6.53,LBO,,,,,,,,,,
Financials,financial-services,133,SATO,Invesco Alerian Galaxy Crypto Economy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,10.88,8.04052424218059,,,True,1633613400000,2,,,,,-1.1788,-1.1788,-6.20966,,1787942432,17.8045,17.83,17.8045 - 17.83,17.8045,563,18.9833,900,100,us_market,finmb_1675048578,Cboe US,Invesco Alerian Galaxy Crypto Economy ETF,17.83,3236,690,[],4.5045004,0.33868423,13.3 - 31.55,-13.745499,-0.4356735,-16.369188,0.0,9.241932,0.0,-13.78384,-12.47863,-12.47863,6913532.0,PRE,1.9264913,USD,0.0,0.0,BTS,31.55,13.3,7.74,-6.20966,,,16.37776,1.4267406,0.08711452,17.689905,0.11459541,0.0064780116,,15,0,America/New_York,EDT,-14400000,False,False,False,,Invesco Alerian Galaxy Crypto E,0.66,SATO,,,,,,,,,,
Financials,financial-services,134,CPHY,F/m Compoundr High Yield Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1755005400000,2,,,,,-0.12000275,-0.125,-0.24059282,,1787947200,51.835,51.835,51.83 - 51.835,51.83,412,51.955,2,2,us_market,finmb_1945921503,NasdaqGM,F/m Compoundr High Yield Bond ETF,51.83,682,320,[],1.6699982,0.033290107,50.165 - 51.969,-0.13400269,-0.0025785118,2.9902697,0.0,60.724598,0.0,0.43438,0.62151,0.62151,6176094.0,PRE,0.85360795,USD,66.93,37.11,NGM,51.969,50.165,,-0.23097438,,,51.65034,0.18465805,0.0035751564,51.325893,0.5091057,0.009919081,,15,0,America/New_York,EDT,-14400000,False,False,False,,F/m Compoundr High Yield Bond E,0.35,CPHY,,,,2025-08-12,,,,,,
Financials,financial-services,135,CONX,Direxion Daily COIN Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1763562600000,2,0.08049965,1.170053,1788176377.0,6.9605,-0.96000004,-0.98,-12.468193,6.9605,1787947200,6.9,7.73,6.6899 - 7.73,6.6899,147931,7.86,1,1,us_market,finmb_1951023515,NasdaqGM,Direxion Daily COIN Bull 2X ETF,7.54,124104,253260,[],2.56,0.5898617,4.34 - 28.336,-21.436,-0.7564935,-71.38947,0.0,72.03257,0.0,-72.46233,-48.04955,-48.04955,4248162.0,PRE,0.095790006,USD,5.01,4.96,NGM,28.336,4.34,,-12.21374,,,5.96878,0.93122005,0.15601514,11.442346,-4.5423455,-0.39697677,,15,0,America/New_York,EDT,-14400000,False,False,False,USD,Direxion Daily COIN Bull 2X ETF,0.97,CONX,,,,2025-11-19,CONX,,,,,
Financials,financial-services,136,PYPU,Direxion Daily PYPL Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,True,1774445400000,2,-0.41999817,-1.314137,1788177487.0,31.54,-11.2364,-0.069999695,-0.21902283,31.54,1787947182,31.96,33.2498,31.41 - 33.2498,31.41,18447,43.1964,2800,700,us_market,finmb_1951015799,NYSEArca,Direxion Daily PYPL Bull 2X Shares,31.98,7947,4960,[],12.119999,0.61088705,19.84 - 44.63,-12.670002,-0.2838898,24.357975,0.0,9.1491375,0.0,,,,,PRE,3.4932253,USD,31.91,31.53,PCX,44.63,19.84,,-26.0124,,,34.1864,-2.2264023,-0.065125376,29.875137,2.0848618,0.06978585,,15,0,America/New_York,EDT,-14400000,False,False,False,,Direxion Daily PYPL Bull 2X ETF,,PYPU,,,,,,,,,,
Financials,financial-services,137,YYYM,Amplify Municipal CEF High Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1773149400000,2,,,,,-0.0320988,-0.0320988,-0.164989,,1787844239,19.423,19.423,19.423 - 19.423,19.423,81,19.4551,400,1200,us_market,finmb_1978597679,NYSEArca,Amplify Municipal CEF High Income ETF,19.57,2125,800,[],0.47299957,0.024960399,18.95 - 20.99,-1.5669994,-0.07465457,-2.9485285,0.0,,0.0,,0.08833,0.08833,1942503.0,PRE,,USD,30.3,0.0,PCX,20.99,18.95,,-0.164989,,,19.8576,-0.43459892,-0.021885773,19.799,-0.37599945,-0.018990831,,15,0,America/New_York,EDT,-14400000,False,False,False,,Amplify Municipal CEF High Inco,2.78,YYYM,,,,,,,,,,
Financials,financial-services,138,STBQ,Amplify Stablecoin Technology Leaders ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Nasdaq Real Time Price,False,LOW,,,,,True,1766500200000,2,,,,,-0.931101,-0.931101,-3.84327,,1787946419,23.2957,23.9001,23.2957 - 23.9001,23.2957,2318,24.2268,500,1000,us_market,finmb_1968257284,NYSEArca,Amplify Stablecoin Technology Leaders ETF,23.74,2374,3590,[],4.835701,0.26195565,18.46 - 27.65,-4.3542995,-0.1574792,-9.361142,0.0,29.151491,0.0,,,,,PRE,0.7991255,USD,0.0,0.0,PCX,27.65,18.46,,-3.84327,,,21.20498,2.0907192,0.098595664,22.022047,1.273653,0.05783536,,15,0,America/New_York,EDT,-14400000,False,False,False,,Amplify Stablecoin Technology L,,STBQ,,,,,,,,,Amplify Etf Trust - Stablecoin Technology Etf,2026-08-29
Financials,financial-services,139,ARKD,ARK DIET Q1 Buffer ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,9.56,36.062026685899745,,,True,1767364200000,2,,,,,-0.4119,-0.4119,-1.93773,,1787753534,20.8449,20.8449,20.8449 - 20.8449,20.8449,13,21.2568,100,100,us_market,finmb_1962079192,Cboe US,ARK DIET Q1 Buffer ETF,20.93,280,350,[],2.8449001,0.15805,18.0 - 21.62,-0.7751007,-0.035851095,2.1313071,0.0,49.189568,0.0,,-3.53721,-3.53721,1433752.0,PRE,0.4237667,USD,33.14,8.39,BTS,21.62,18.0,,-1.93773,,,20.09836,0.74654007,0.03714433,19.789352,1.0555477,0.053339176,,15,0,America/New_York,EDT,-14400000,False,False,False,,ARK DIET Q1 Buffer ETF,0.89,ARKD,,,,,,,,,,
Financials,financial-services,140,LATR,Corgi Buy Now Pay Later ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1778074200000,2,,,,,-0.441401,-0.441401,-1.54321,,1787938796,28.1614,28.1614,28.1614 - 28.1614,28.1614,262,28.6028,100,100,us_market,finmb_1992791100,Cboe US,,28.28,1019,990,[],4.3113995,0.18077147,23.85 - 29.26,-1.0986004,-0.03754615,14.845026,,17.342934,,,,,1397175.0,PRE,1.6237968,USD,0.0,0.0,BTS,29.26,23.85,,-1.54321,,,27.8066,0.35479927,0.012759535,26.63125,1.5301495,0.057456914,,15,0,America/New_York,EDT,-14400000,False,False,False,,Corgi Buy Now Pay Later ETF,0.35,LATR,,,,,,,,,,
Financials,financial-services,141,BNKD,MicroSectors™ U.S. Big Banks -3x Inverse Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,14.990256,-74.39496,0.0,True,1740061800000,2,-0.08429909,-0.30896556,1788177884.0,27.2,-0.4482,-0.4482,-1.61616,27.2,1787774400,27.2843,27.2843,27.2843 - 27.2843,27.2843,14,27.7325,200,200,us_market,finmb_1932024998,NYSEArca,MicroSectors™ U.S. Big Banks -3x Inverse Leveraged ETNs,27.13,298,240,[],2.2842999,0.09137199,25.0 - 80.29,-53.0057,-0.66017807,-64.03612,0.0,14.433479,0.0,-42.85009,-34.81508,-34.81508,921446.0,PRE,1.8903481,USD,42.57,0.0,PCX,80.29,25.0,0.0,-1.61616,,112.675,28.621,-1.3367004,-0.046703484,44.58497,-17.300669,-0.38803816,0.24215043,15,0,America/New_York,EDT,-14400000,False,False,False,CAD,MicroSectors U.S. Big Banks -3 ,0.35,BNKD,1756125000.0,1756470600.0,,,,1748433600.0,1748433600.0,False,,
Financials,financial-services,142,TKNQ,Amplify TokenizationTechnology Leaders ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,True,1766500200000,2,,,,,-0.618999,-0.618999,-2.37437,,1787932848,25.451,25.805,25.451 - 25.805,25.451,1467,26.07,100,500,us_market,finmb_1968638364,NYSEArca,Amplify TokenizationTechnology Leaders ETF,25.84,1250,2370,[],4.4419994,0.21143316,21.009 - 27.08,-1.6289997,-0.060155086,0.082576275,0.0,17.008402,0.0,,,,,PRE,1.4963782,USD,0.0,0.0,PCX,27.08,21.009,,-2.37437,,,22.94712,2.5038795,0.1091152,23.359726,2.0912743,0.089524776,,15,0,America/New_York,EDT,-14400000,False,False,False,,Amplify Tokenization Technology,,TKNQ,,,,,,,,,Amplify Etf Trust - Amplify Tokenization Technology ETF,2026-08-29
Financials,financial-services,143,NYNY,Corgi NYC Based ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1778074200000,2,,,,,-0.0146008,-0.0146008,-0.0519885,,1787947186,28.07,28.235,28.07 - 28.235,28.07,559,28.0846,1400,2800,us_market,finmb_1992790978,Cboe US,Corgi NYC Based ETF,28.14,753,950,[],2.959999,0.11788128,25.11 - 28.24,-0.17000008,-0.0060198326,10.598898,0.0,19.310123,0.0,,,,678637.0,PRE,1.4536417,USD,44.63,11.29,BTS,28.24,25.11,,-0.0519885,,,27.1476,0.9223995,0.033977203,26.613,1.4569988,0.054747634,,15,0,America/New_York,EDT,-14400000,False,False,False,,Corgi NYC Based ETF,0.2,NYNY,,,,,,,,,,
Financials,financial-services,144,BLCK,Corgi Crypto Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,True,1778074200000,2,,,,,-1.6157,-1.6157,-6.50338,,1787946352,23.2283,23.26,23.2283 - 23.26,23.2283,281,24.844,3100,1600,us_market,finmb_1999128420,Cboe US,Corgi Crypto Infrastructure ETF,23.26,884,370,[],2.3682995,0.11353305,20.86 - 29.68,-6.4517,-0.21737534,-18.117731,0.0,,0.0,,,,443067.0,PRE,,USD,36.24,0.0,BTS,29.68,20.86,,-6.50338,,,23.4882,-0.25989914,-0.011065095,24.827875,-1.599575,-0.06442658,,15,0,America/New_York,EDT,-14400000,False,False,False,,Corgi Crypto Infrastructure ETF,0.35,BLCK,,,,,Blackcraft Cult,,,,,
Financials,financial-services,145,DVXF,WEBs Financial XLF Defined Volatility ETF  ,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,16.663889,,,True,1753277400000,2,,,,,0.2513008,0.251301,0.997673,,1787774400,25.44,25.44,25.44 - 25.44,25.44,36,25.1887,5,5,us_market,finmb_1930968490,NasdaqGM,WEBs Financial XLF Defined Volatility ETF  ,25.44,620,917,"[{""header"":""Delisting"",""message"":""DVXF was delisted effective Aug. 26, 2026"",""meta"":{""eventType"":""DELISTING"",""dateEpochMs"":1787716800000}}]",3.7377014,0.17222606,21.7023 - 29.24,-3.7999992,-0.12995894,16.041542,0.0,15.144661,0.0,6.41687,17.32113,17.32113,279920.0,PRE,1.6797999,USD,29.16,28.85,NGM,29.24,21.7023,0.0,0.9976728,,,27.639334,-2.1993332,-0.07957258,24.991007,0.44899368,0.01796621,,15,0,America/New_York,EDT,-14400000,False,False,False,,WEBs Financial XLF Defined Vola,0.89,DVXF,,,,2025-07-23,WEBs Financial XLF Defined Volatility ETF,,,,,
Financials,financial-services,146,SHEH,Shell PLC ADRhedged,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_financial-services/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,True,1728307800000,2,,,,,0.2985,0.2985,0.4573,,1787945742,65.5729,65.5729,65.42 - 65.5729,65.42,5663,65.2744,700,100,us_market,finmb_1889491804,NYSEArca,Shell PLC ADRhedged,65.32,6784,5750,[],15.232899,0.3026003,50.34 - 69.49,-3.917099,-0.05636925,22.221397,0.0,9.411382,0.0,,,,,PRE,6.967404,USD,0.0,0.0,PCX,69.49,50.34,,0.4573,,,62.43664,3.1362572,0.050231036,60.131535,5.4413643,0.09049103,,15,0,America/New_York,EDT,-14400000,False,False,False,,Shell plc,,SHEH,,,,,,,,,,
